user_id,group,converted,device,country,traffic_source,timestamp
66,B,0,Mobile,USA,Paid,2025-09-18 23:13:32.363205
67,B,0,Mobile,UK,Organic,2025-09-18 23:14:32.363205
68,A,1,Mobile,India,Social,2025-09-18 23:15:32.363205
69,B,0,Desktop,Germany,Organic,2025-09-18 23:16:32.363205
70,B,1,Desktop,Germany,Paid,2025-09-18 23:17:32.363205
71,B,0,Mobile,Germany,Social,2025-09-18 23:18:32.363205
72,B,0,Desktop,India,Referral,2025-09-18 23:19:32.363205
73,A,1,Mobile,UK,Referral,2025-09-18 23:20:32.363205
74,B,1,Mobile,Germany,Organic,2025-09-18 23:21:32.363205
75,A,0,Mobile,Germany,Organic,2025-09-18 23:22:32.363205
76,B,0,Mobile,Germany,Social,2025-09-18 23:23:32.363205
77,B,1,Desktop,USA,Paid,2025-09-18 23:24:32.363205
78,B,0,Mobile,India,Organic,2025-09-18 23:25:32.363205
79,A,0,Mobile,India,Social,2025-09-18 23:26:32.363205
80,B,1,Mobile,India,Paid,2025-09-18 23:27:32.363205
81,A,0,Mobile,India,Organic,2025-09-18 23:28:32.363205
82,B,0,Desktop,India,Organic,2025-09-18 23:29:32.363205
83,A,0,Mobile,USA,Social,2025-09-18 23:30:32.363205
84,B,0,Mobile,UK,Organic,2025-09-18 23:31:32.363205
85,A,0,Mobile,USA,Referral,2025-09-18 23:32:32.363205
86,A,0,Mobile,Germany,Paid,2025-09-18 23:33:32.363205
87,B,0,Mobile,USA,Paid,2025-09-18 23:34:32.363205
88,A,0,Mobile,India,Referral,2025-09-18 23:35:32.363205
89,B,0,Mobile,USA,Social,2025-09-18 23:36:32.363205
90,B,0,Desktop,India,Referral,2025-09-18 23:37:32.363205
91,B,0,Desktop,USA,Referral,2025-09-18 23:38:32.363205
92,B,0,Desktop,India,Paid,2025-09-18 23:39:32.363205
93,B,0,Mobile,Germany,Social,2025-09-18 23:40:32.363205
94,B,0,Mobile,India,Organic,2025-09-18 23:41:32.363205
95,B,1,Mobile,USA,Referral,2025-09-18 23:42:32.363205
96,B,1,Desktop,Germany,Referral,2025-09-18 23:43:32.363205
97,B,0,Mobile,USA,Social,2025-09-18 23:44:32.363205
98,B,0,Mobile,Germany,Referral,2025-09-18 23:45:32.363205
99,B,0,Mobile,UK,Social,2025-09-18 23:46:32.363205
100,A,0,Mobile,UK,Organic,2025-09-18 23:47:32.363205
101,A,0,Mobile,UK,Social,2025-09-18 23:48:32.363205
102,B,0,Mobile,USA,Organic,2025-09-18 23:49:32.363205
103,B,0,Desktop,USA,Social,2025-09-18 23:50:32.363205
104,B,0,Mobile,Germany,Referral,2025-09-18 23:51:32.363205
105,B,0,Mobile,Germany,Organic,2025-09-18 23:52:32.363205
106,B,0,Mobile,Germany,Referral,2025-09-18 23:53:32.363205
107,B,0,Mobile,Germany,Organic,2025-09-18 23:54:32.363205
108,B,0,Mobile,India,Social,2025-09-18 23:55:32.363205
109,B,0,Desktop,UK,Social,2025-09-18 23:56:32.363205
110,A,0,Mobile,India,Social,2025-09-18 23:57:32.363205
111,B,0,Desktop,India,Paid,2025-09-18 23:58:32.363205
112,A,1,Mobile,India,Paid,2025-09-18 23:59:32.363205
113,B,0,Mobile,India,Organic,2025-09-19 00:00:32.363205
114,B,0,Desktop,UK,Paid,2025-09-19 00:01:32.363205
115,A,0,Mobile,India,Social,2025-09-19 00:02:32.363205
116,B,0,Mobile,Germany,Paid,2025-09-19 00:03:32.363205
117,A,1,Mobile,USA,Paid,2025-09-19 00:04:32.363205
118,B,1,Mobile,Germany,Referral,2025-09-19 00:05:32.363205
119,B,0,Desktop,USA,Organic,2025-09-19 00:06:32.363205
120,A,0,Mobile,Germany,Organic,2025-09-19 00:07:32.363205
121,B,0,Desktop,Germany,Organic,2025-09-19 00:08:32.363205
122,A,0,Desktop,USA,Paid,2025-09-19 00:09:32.363205
123,B,0,Mobile,UK,Social,2025-09-19 00:10:32.363205
124,A,0,Desktop,India,Referral,2025-09-19 00:11:32.363205
125,A,0,Mobile,Germany,Organic,2025-09-19 00:12:32.363205
126,B,0,Desktop,UK,Paid,2025-09-19 00:13:32.363205
127,B,0,Mobile,India,Social,2025-09-19 00:14:32.363205
128,A,0,Mobile,UK,Referral,2025-09-19 00:15:32.363205
129,B,0,Mobile,UK,Referral,2025-09-19 00:16:32.363205
130,B,0,Mobile,India,Organic,2025-09-19 00:17:32.363205
131,B,0,Mobile,Germany,Organic,2025-09-19 00:18:32.363205
132,A,1,Desktop,UK,Social,2025-09-19 00:19:32.363205
133,A,1,Mobile,Germany,Paid,2025-09-19 00:20:32.363205
134,A,0,Mobile,Germany,Social,2025-09-19 00:21:32.363205
135,A,0,Desktop,Germany,Organic,2025-09-19 00:22:32.363205
136,A,0,Mobile,India,Social,2025-09-19 00:23:32.363205
137,A,0,Desktop,USA,Paid,2025-09-19 00:24:32.363205
138,A,0,Desktop,Germany,Referral,2025-09-19 00:25:32.363205
139,A,0,Desktop,USA,Referral,2025-09-19 00:26:32.363205
140,A,0,Desktop,USA,Referral,2025-09-19 00:27:32.363205
141,B,0,Mobile,UK,Referral,2025-09-19 00:28:32.363205
142,A,0,Mobile,Germany,Organic,2025-09-19 00:29:32.363205
143,B,0,Desktop,Germany,Organic,2025-09-19 00:30:32.363205
144,B,0,Mobile,Germany,Paid,2025-09-19 00:31:32.363205
145,B,0,Mobile,USA,Paid,2025-09-19 00:32:32.363205
146,A,0,Mobile,India,Paid,2025-09-19 00:33:32.363205
147,A,0,Desktop,USA,Paid,2025-09-19 00:34:32.363205
148,A,0,Mobile,Germany,Social,2025-09-19 00:35:32.363205
149,A,0,Mobile,Germany,Paid,2025-09-19 00:36:32.363205
150,B,0,Mobile,Germany,Referral,2025-09-19 00:37:32.363205
151,A,0,Mobile,USA,Referral,2025-09-19 00:38:32.363205
152,A,0,Mobile,Germany,Referral,2025-09-19 00:39:32.363205
153,A,0,Mobile,UK,Social,2025-09-19 00:40:32.363205
154,A,0,Mobile,Germany,Paid,2025-09-19 00:41:32.363205
155,A,0,Desktop,India,Referral,2025-09-19 00:42:32.363205
156,B,0,Mobile,UK,Referral,2025-09-19 00:43:32.363205
157,A,0,Desktop,Germany,Referral,2025-09-19 00:44:32.363205
158,B,1,Desktop,UK,Referral,2025-09-19 00:45:32.363205
159,A,0,Mobile,Germany,Organic,2025-09-19 00:46:32.363205
160,B,0,Mobile,India,Paid,2025-09-19 00:47:32.363205
161,A,0,Mobile,Germany,Paid,2025-09-19 00:48:32.363205
162,A,0,Desktop,UK,Social,2025-09-19 00:49:32.363205
163,B,0,Mobile,India,Organic,2025-09-19 00:50:32.363205
164,B,0,Mobile,USA,Social,2025-09-19 00:51:32.363205
165,B,0,Mobile,India,Referral,2025-09-19 00:52:32.363205
166,A,0,Mobile,India,Social,2025-09-19 00:53:32.363205
167,B,0,Mobile,India,Referral,2025-09-19 00:54:32.363205
168,A,0,Mobile,UK,Referral,2025-09-19 00:55:32.363205
169,A,0,Desktop,India,Paid,2025-09-19 00:56:32.363205
170,B,1,Mobile,Germany,Paid,2025-09-19 00:57:32.363205
171,B,1,Mobile,India,Paid,2025-09-19 00:58:32.363205
172,A,1,Mobile,India,Paid,2025-09-19 00:59:32.363205
173,A,0,Desktop,Germany,Paid,2025-09-19 01:00:32.363205
174,B,1,Mobile,Germany,Organic,2025-09-19 01:01:32.363205
175,B,0,Desktop,USA,Paid,2025-09-19 01:02:32.363205
176,B,0,Mobile,India,Social,2025-09-19 01:03:32.363205
177,A,0,Mobile,UK,Referral,2025-09-19 01:04:32.363205
178,A,0,Mobile,India,Paid,2025-09-19 01:05:32.363205
179,A,0,Mobile,India,Organic,2025-09-19 01:06:32.363205
180,A,0,Mobile,Germany,Social,2025-09-19 01:07:32.363205
181,A,0,Mobile,USA,Social,2025-09-19 01:08:32.363205
182,A,0,Desktop,India,Referral,2025-09-19 01:09:32.363205
183,B,0,Mobile,UK,Social,2025-09-19 01:10:32.363205
184,A,0,Mobile,India,Social,2025-09-19 01:11:32.363205
185,A,0,Mobile,UK,Social,2025-09-19 01:12:32.363205
186,A,0,Mobile,Germany,Social,2025-09-19 01:13:32.363205
187,B,0,Mobile,USA,Organic,2025-09-19 01:14:32.363205
188,A,0,Mobile,India,Referral,2025-09-19 01:15:32.363205
189,A,0,Mobile,USA,Paid,2025-09-19 01:16:32.363205
190,B,0,Mobile,India,Social,2025-09-19 01:17:32.363205
191,A,0,Mobile,UK,Organic,2025-09-19 01:18:32.363205
192,A,0,Mobile,USA,Referral,2025-09-19 01:19:32.363205
193,A,0,Mobile,India,Paid,2025-09-19 01:20:32.363205
194,A,0,Mobile,Germany,Referral,2025-09-19 01:21:32.363205
195,A,0,Desktop,UK,Organic,2025-09-19 01:22:32.363205
196,B,0,Mobile,USA,Organic,2025-09-19 01:23:32.363205
197,B,0,Mobile,India,Organic,2025-09-19 01:24:32.363205
198,B,0,Mobile,USA,Social,2025-09-19 01:25:32.363205
199,A,0,Desktop,India,Organic,2025-09-19 01:26:32.363205
200,A,0,Desktop,UK,Paid,2025-09-19 01:27:32.363205
201,A,0,Mobile,Germany,Social,2025-09-19 01:28:32.363205
202,B,0,Desktop,UK,Referral,2025-09-19 01:29:32.363205
203,A,0,Mobile,USA,Paid,2025-09-19 01:30:32.363205
204,A,0,Mobile,USA,Social,2025-09-19 01:31:32.363205
205,B,1,Desktop,India,Organic,2025-09-19 01:32:32.363205
206,A,0,Desktop,UK,Referral,2025-09-19 01:33:32.363205
207,B,0,Mobile,India,Organic,2025-09-19 01:34:32.363205
208,B,0,Mobile,UK,Paid,2025-09-19 01:35:32.363205
209,B,0,Mobile,USA,Paid,2025-09-19 01:36:32.363205
210,A,0,Mobile,India,Social,2025-09-19 01:37:32.363205
211,A,0,Desktop,India,Paid,2025-09-19 01:38:32.363205
212,A,0,Mobile,UK,Referral,2025-09-19 01:39:32.363205
213,A,0,Mobile,Germany,Social,2025-09-19 01:40:32.363205
214,A,0,Mobile,UK,Referral,2025-09-19 01:41:32.363205
215,A,0,Mobile,Germany,Organic,2025-09-19 01:42:32.363205
216,A,1,Mobile,UK,Referral,2025-09-19 01:43:32.363205
217,B,1,Mobile,USA,Referral,2025-09-19 01:44:32.363205
218,A,0,Desktop,India,Paid,2025-09-19 01:45:32.363205
219,B,0,Desktop,UK,Organic,2025-09-19 01:46:32.363205
220,A,1,Mobile,USA,Paid,2025-09-19 01:47:32.363205
221,A,0,Desktop,UK,Organic,2025-09-19 01:48:32.363205
222,A,1,Desktop,India,Organic,2025-09-19 01:49:32.363205
223,B,0,Desktop,UK,Referral,2025-09-19 01:50:32.363205
224,B,0,Mobile,Germany,Paid,2025-09-19 01:51:32.363205
225,B,0,Mobile,India,Referral,2025-09-19 01:52:32.363205
226,B,0,Mobile,Germany,Referral,2025-09-19 01:53:32.363205
227,A,0,Mobile,USA,Referral,2025-09-19 01:54:32.363205
228,B,0,Mobile,USA,Organic,2025-09-19 01:55:32.363205
229,A,0,Mobile,UK,Paid,2025-09-19 01:56:32.363205
230,A,0,Mobile,Germany,Paid,2025-09-19 01:57:32.363205
231,B,0,Desktop,Germany,Referral,2025-09-19 01:58:32.363205
232,B,0,Mobile,India,Organic,2025-09-19 01:59:32.363205
233,B,0,Mobile,Germany,Paid,2025-09-19 02:00:32.363205
234,B,0,Desktop,Germany,Social,2025-09-19 02:01:32.363205
235,B,0,Desktop,India,Paid,2025-09-19 02:02:32.363205
236,B,0,Desktop,India,Referral,2025-09-19 02:03:32.363205
237,B,0,Desktop,Germany,Social,2025-09-19 02:04:32.363205
238,B,0,Mobile,UK,Organic,2025-09-19 02:05:32.363205
239,A,0,Desktop,India,Social,2025-09-19 02:06:32.363205
240,B,0,Mobile,India,Social,2025-09-19 02:07:32.363205
241,B,0,Mobile,Germany,Referral,2025-09-19 02:08:32.363205
242,A,0,Mobile,Germany,Paid,2025-09-19 02:09:32.363205
243,B,0,Mobile,India,Organic,2025-09-19 02:10:32.363205
244,A,0,Mobile,Germany,Social,2025-09-19 02:11:32.363205
245,A,0,Mobile,India,Referral,2025-09-19 02:12:32.363205
246,B,0,Desktop,UK,Paid,2025-09-19 02:13:32.363205
247,A,1,Mobile,UK,Social,2025-09-19 02:14:32.363205
248,A,0,Mobile,India,Referral,2025-09-19 02:15:32.363205
249,A,0,Desktop,India,Referral,2025-09-19 02:16:32.363205
250,A,0,Mobile,USA,Referral,2025-09-19 02:17:32.363205
251,B,1,Mobile,USA,Organic,2025-09-19 02:18:32.363205
252,A,0,Mobile,Germany,Paid,2025-09-19 02:19:32.363205
253,B,0,Mobile,Germany,Social,2025-09-19 02:20:32.363205
254,A,1,Mobile,India,Paid,2025-09-19 02:21:32.363205
255,A,0,Desktop,India,Paid,2025-09-19 02:22:32.363205
256,A,0,Mobile,USA,Social,2025-09-19 02:23:32.363205
257,A,0,Mobile,USA,Paid,2025-09-19 02:24:32.363205
258,B,0,Desktop,India,Organic,2025-09-19 02:25:32.363205
259,B,0,Desktop,UK,Social,2025-09-19 02:26:32.363205
260,A,0,Mobile,UK,Social,2025-09-19 02:27:32.363205
261,A,0,Mobile,Germany,Referral,2025-09-19 02:28:32.363205
262,B,0,Mobile,India,Paid,2025-09-19 02:29:32.363205
263,A,0,Mobile,India,Social,2025-09-19 02:30:32.363205
264,A,0,Mobile,Germany,Social,2025-09-19 02:31:32.363205
265,A,0,Mobile,USA,Organic,2025-09-19 02:32:32.363205
266,B,0,Desktop,USA,Referral,2025-09-19 02:33:32.363205
267,B,0,Mobile,UK,Social,2025-09-19 02:34:32.363205
268,B,0,Mobile,India,Organic,2025-09-19 02:35:32.363205
269,A,0,Mobile,USA,Social,2025-09-19 02:36:32.363205
270,A,0,Mobile,UK,Social,2025-09-19 02:37:32.363205
271,B,0,Mobile,UK,Social,2025-09-19 02:38:32.363205
272,B,0,Mobile,UK,Organic,2025-09-19 02:39:32.363205
273,B,0,Desktop,USA,Paid,2025-09-19 02:40:32.363205
274,B,0,Mobile,USA,Social,2025-09-19 02:41:32.363205
275,A,0,Mobile,India,Social,2025-09-19 02:42:32.363205
276,B,0,Mobile,India,Paid,2025-09-19 02:43:32.363205
277,A,0,Mobile,UK,Social,2025-09-19 02:44:32.363205
278,B,0,Mobile,UK,Referral,2025-09-19 02:45:32.363205
279,A,0,Mobile,USA,Social,2025-09-19 02:46:32.363205
280,B,0,Mobile,USA,Referral,2025-09-19 02:47:32.363205
281,B,0,Mobile,India,Paid,2025-09-19 02:48:32.363205
282,B,0,Desktop,India,Organic,2025-09-19 02:49:32.363205
283,B,1,Desktop,Germany,Paid,2025-09-19 02:50:32.363205
284,A,0,Desktop,India,Social,2025-09-19 02:51:32.363205
285,B,0,Desktop,USA,Referral,2025-09-19 02:52:32.363205
286,A,0,Mobile,UK,Organic,2025-09-19 02:53:32.363205
287,A,1,Desktop,Germany,Social,2025-09-19 02:54:32.363205
288,A,0,Mobile,India,Organic,2025-09-19 02:55:32.363205
289,A,0,Desktop,India,Organic,2025-09-19 02:56:32.363205
290,B,0,Desktop,USA,Social,2025-09-19 02:57:32.363205
291,A,0,Desktop,Germany,Paid,2025-09-19 02:58:32.363205
292,A,0,Desktop,India,Social,2025-09-19 02:59:32.363205
293,A,0,Mobile,UK,Social,2025-09-19 03:00:32.363205
294,B,0,Mobile,USA,Paid,2025-09-19 03:01:32.363205
295,B,0,Mobile,Germany,Referral,2025-09-19 03:02:32.363205
296,B,0,Mobile,India,Social,2025-09-19 03:03:32.363205
297,B,0,Mobile,India,Organic,2025-09-19 03:04:32.363205
298,A,0,Mobile,Germany,Social,2025-09-19 03:05:32.363205
299,A,0,Desktop,USA,Social,2025-09-19 03:06:32.363205
300,B,0,Mobile,Germany,Organic,2025-09-19 03:07:32.363205
301,A,0,Desktop,Germany,Paid,2025-09-19 03:08:32.363205
302,A,1,Desktop,USA,Referral,2025-09-19 03:09:32.363205
303,A,0,Desktop,India,Referral,2025-09-19 03:10:32.363205
304,B,1,Desktop,UK,Organic,2025-09-19 03:11:32.363205
305,B,0,Mobile,USA,Paid,2025-09-19 03:12:32.363205
306,A,0,Desktop,UK,Social,2025-09-19 03:13:32.363205
307,B,0,Desktop,India,Social,2025-09-19 03:14:32.363205
308,B,0,Mobile,Germany,Social,2025-09-19 03:15:32.363205
309,B,0,Mobile,UK,Social,2025-09-19 03:16:32.363205
310,B,0,Desktop,India,Social,2025-09-19 03:17:32.363205
311,B,0,Mobile,India,Organic,2025-09-19 03:18:32.363205
312,A,0,Mobile,Germany,Social,2025-09-19 03:19:32.363205
313,B,0,Mobile,Germany,Social,2025-09-19 03:20:32.363205
314,A,1,Mobile,India,Paid,2025-09-19 03:21:32.363205
315,A,1,Mobile,India,Social,2025-09-19 03:22:32.363205
316,B,1,Desktop,UK,Referral,2025-09-19 03:23:32.363205
317,A,0,Mobile,India,Organic,2025-09-19 03:24:32.363205
318,A,0,Mobile,India,Organic,2025-09-19 03:25:32.363205
319,A,0,Mobile,UK,Organic,2025-09-19 03:26:32.363205
320,B,0,Mobile,USA,Referral,2025-09-19 03:27:32.363205
321,B,1,Desktop,UK,Social,2025-09-19 03:28:32.363205
322,A,0,Mobile,UK,Organic,2025-09-19 03:29:32.363205
323,B,1,Mobile,Germany,Referral,2025-09-19 03:30:32.363205
324,B,0,Mobile,UK,Paid,2025-09-19 03:31:32.363205
325,B,0,Mobile,India,Social,2025-09-19 03:32:32.363205
326,B,0,Desktop,India,Referral,2025-09-19 03:33:32.363205
327,A,0,Desktop,India,Social,2025-09-19 03:34:32.363205
328,A,1,Mobile,USA,Paid,2025-09-19 03:35:32.363205
329,B,0,Mobile,India,Referral,2025-09-19 03:36:32.363205
330,B,1,Mobile,USA,Social,2025-09-19 03:37:32.363205
331,A,0,Mobile,India,Referral,2025-09-19 03:38:32.363205
332,A,0,Mobile,UK,Organic,2025-09-19 03:39:32.363205
333,B,0,Mobile,Germany,Social,2025-09-19 03:40:32.363205
334,A,0,Mobile,India,Referral,2025-09-19 03:41:32.363205
335,B,0,Mobile,USA,Organic,2025-09-19 03:42:32.363205
336,B,0,Desktop,USA,Paid,2025-09-19 03:43:32.363205
337,A,0,Desktop,Germany,Social,2025-09-19 03:44:32.363205
338,A,0,Mobile,India,Social,2025-09-19 03:45:32.363205
339,B,0,Desktop,UK,Paid,2025-09-19 03:46:32.363205
340,B,0,Mobile,India,Organic,2025-09-19 03:47:32.363205
341,A,0,Mobile,India,Paid,2025-09-19 03:48:32.363205
342,B,0,Desktop,Germany,Social,2025-09-19 03:49:32.363205
343,A,0,Desktop,India,Referral,2025-09-19 03:50:32.363205
344,B,1,Desktop,UK,Organic,2025-09-19 03:51:32.363205
345,A,0,Mobile,USA,Organic,2025-09-19 03:52:32.363205
346,A,0,Mobile,Germany,Organic,2025-09-19 03:53:32.363205
347,A,0,Desktop,UK,Paid,2025-09-19 03:54:32.363205
348,B,0,Mobile,USA,Paid,2025-09-19 03:55:32.363205
349,B,1,Mobile,Germany,Referral,2025-09-19 03:56:32.363205
350,A,0,Mobile,Germany,Referral,2025-09-19 03:57:32.363205
351,B,0,Mobile,USA,Organic,2025-09-19 03:58:32.363205
352,A,0,Mobile,USA,Referral,2025-09-19 03:59:32.363205
353,A,0,Mobile,UK,Paid,2025-09-19 04:00:32.363205
354,B,0,Desktop,India,Referral,2025-09-19 04:01:32.363205
355,B,0,Mobile,India,Paid,2025-09-19 04:02:32.363205
356,A,0,Mobile,India,Referral,2025-09-19 04:03:32.363205
357,B,0,Mobile,India,Social,2025-09-19 04:04:32.363205
358,B,0,Mobile,India,Paid,2025-09-19 04:05:32.363205
359,A,0,Mobile,UK,Social,2025-09-19 04:06:32.363205
360,A,0,Mobile,Germany,Paid,2025-09-19 04:07:32.363205
361,B,0,Desktop,UK,Referral,2025-09-19 04:08:32.363205
362,A,0,Mobile,UK,Social,2025-09-19 04:09:32.363205
363,A,0,Desktop,UK,Referral,2025-09-19 04:10:32.363205
364,B,0,Mobile,Germany,Paid,2025-09-19 04:11:32.363205
365,A,0,Mobile,UK,Social,2025-09-19 04:12:32.363205
366,A,0,Mobile,UK,Organic,2025-09-19 04:13:32.363205
367,B,0,Mobile,Germany,Referral,2025-09-19 04:14:32.363205
368,B,0,Desktop,UK,Paid,2025-09-19 04:15:32.363205
369,A,0,Mobile,India,Social,2025-09-19 04:16:32.363205
370,A,0,Mobile,USA,Referral,2025-09-19 04:17:32.363205
371,B,0,Desktop,UK,Social,2025-09-19 04:18:32.363205
372,B,0,Desktop,USA,Referral,2025-09-19 04:19:32.363205
373,B,0,Desktop,UK,Referral,2025-09-19 04:20:32.363205
374,B,1,Mobile,UK,Referral,2025-09-19 04:21:32.363205
375,A,0,Desktop,India,Social,2025-09-19 04:22:32.363205
376,B,0,Mobile,Germany,Social,2025-09-19 04:23:32.363205
377,B,0,Mobile,USA,Referral,2025-09-19 04:24:32.363205
378,A,0,Mobile,Germany,Organic,2025-09-19 04:25:32.363205
379,B,0,Mobile,India,Organic,2025-09-19 04:26:32.363205
380,A,0,Mobile,India,Organic,2025-09-19 04:27:32.363205
381,B,0,Mobile,USA,Paid,2025-09-19 04:28:32.363205
382,B,0,Desktop,Germany,Organic,2025-09-19 04:29:32.363205
383,B,0,Mobile,India,Social,2025-09-19 04:30:32.363205
384,A,0,Mobile,UK,Organic,2025-09-19 04:31:32.363205
385,A,1,Mobile,UK,Social,2025-09-19 04:32:32.363205
386,B,1,Desktop,UK,Paid,2025-09-19 04:33:32.363205
387,A,0,Mobile,Germany,Social,2025-09-19 04:34:32.363205
388,A,0,Mobile,UK,Social,2025-09-19 04:35:32.363205
389,A,0,Desktop,UK,Social,2025-09-19 04:36:32.363205
390,A,0,Desktop,India,Organic,2025-09-19 04:37:32.363205
391,A,0,Mobile,India,Referral,2025-09-19 04:38:32.363205
392,A,0,Mobile,UK,Social,2025-09-19 04:39:32.363205
393,B,0,Desktop,UK,Organic,2025-09-19 04:40:32.363205
394,B,0,Mobile,India,Organic,2025-09-19 04:41:32.363205
395,A,0,Mobile,USA,Organic,2025-09-19 04:42:32.363205
396,B,1,Desktop,Germany,Referral,2025-09-19 04:43:32.363205
397,B,0,Mobile,Germany,Referral,2025-09-19 04:44:32.363205
398,B,0,Mobile,India,Referral,2025-09-19 04:45:32.363205
399,B,0,Mobile,Germany,Referral,2025-09-19 04:46:32.363205
400,A,1,Mobile,India,Paid,2025-09-19 04:47:32.363205
401,B,0,Mobile,India,Referral,2025-09-19 04:48:32.363205
402,B,0,Desktop,India,Referral,2025-09-19 04:49:32.363205
403,A,1,Mobile,India,Referral,2025-09-19 04:50:32.363205
404,A,0,Mobile,USA,Social,2025-09-19 04:51:32.363205
405,B,0,Mobile,UK,Social,2025-09-19 04:52:32.363205
406,B,0,Mobile,UK,Referral,2025-09-19 04:53:32.363205
407,B,0,Desktop,USA,Paid,2025-09-19 04:54:32.363205
408,B,0,Mobile,Germany,Social,2025-09-19 04:55:32.363205
409,B,0,Mobile,Germany,Organic,2025-09-19 04:56:32.363205
410,B,0,Mobile,UK,Social,2025-09-19 04:57:32.363205
411,A,0,Mobile,Germany,Organic,2025-09-19 04:58:32.363205
412,B,0,Mobile,UK,Social,2025-09-19 04:59:32.363205
413,B,0,Desktop,UK,Referral,2025-09-19 05:00:32.363205
414,A,1,Desktop,USA,Social,2025-09-19 05:01:32.363205
